01_prenom;02_genre;03_langage
pushpa;f;indian
pyotr;m;russian
pyrrhus;m;greek mythology (latinized), ancient greek (latinized)
pyry;f;finnish
pythagoras;m;ancient greek
qadir;m;arabic
qasim;m;arabic
qiana;f;english (modern)
qing;f;chinese
qiu;m,f;chinese
quan;m;vietnamese
quanah;m;english, native american
quang;m;vietnamese
quanna;f;english
queen;f;english
queenie;f;english
quentin;m;english, french
quetzalcoatl;m;new world mythology
quiana;f;english (modern)
quianna;f;english (modern)
quim;m;portuguese, catalan
quin;m;english
quincey;m;english
quincy;m;english
quinlan;m;
quinn;m;irish
quintella;f;
quintin;m;english
quinton;m;english
quintus;m;ancient roman
quique;m;spanish
quirino;m;italian
quirinus;m;roman mythology
qusay;m;arabic
quy;f,m;vietnamese
quyen;f;vietnamese
ra;m;egyptian mythology
raakel;f;finnish
raanan;m;jewish
rab;m;scottish
rabab;f;arabic
raban;m;
rabbie;m;scottish
rabindra;m;indian
rachael;f;english
racheal;f;english
rachel;f;english, jewish, french, german, biblical
rachele;f;italian
rachelle;f;english
rachyl;f;english (modern)
raclaw;m;polish
racquel;f;english
ra'd;m;arabic
rada;f;russian, polish, czech, slovak
radcliff;m;english
radclyffe;m,f;english
radek;m;czech
radha;f;indian
radim;m;czech
radimir;m;russian
radko;m;russian, czech
radmilo;m;serbian
radomil;m;polish, czech, bulgarian
radomila;f;polish, czech
radomir;m;czech, bulgarian
radomira;f;czech, bulgarian
radoslav;m;russian, czech, bulgarian
radoslava;f;czech, bulgarian
radoslaw;m;polish
radoslawa;f;polish
radovan;m;slovak, czech, serbian
radu;m;romanian
radulf;m;german
radzimierz;m;polish
rae;f,m;english
raeburn;m;english
raelene;f;english
raelyn;f;english
rafa;m;spanish
rafael;m;german, spanish, portuguese
rafaela;f;spanish, portuguese
rafal;m;polish
rafe;m;english
raffaele;m;italian
raffaella;f;italian
raffaello;m;italian
rafiq;m;arabic
rafiqa;f;arabic
raghnaid;f;scottish
raghnailt;f;irish
raghnall;m;irish, scottish
raghu;m;indian
ragna;f;scandinavian
ragnar;m;scandinavian
ragnborg;f;ancient scandinavian
ragnfrid;f;ancient scandinavian
ragnheiður;f;icelandic
ragnhild;f;scandinavian
ragnhildur;f;icelandic
ragnvald;m;scandinavian
raguel;m;judeo-christian legend
rahab;f;biblical
rahat;m,f;arabic
raheem;m;arabic
rahim;m;arabic
rahul;m;indian
raibeart;m;scottish
ráichéal;f;irish
raiden;m;far eastern mythology
raimonda;f;italian
raimondo;m;italian
raimund;m;german
raimunde;f;german
raimundo;m;spanish, portuguese
rain;f;english
raina;f;polish, czech, russian
rainard;m;english
raine;f;english
rainer;m;german
rainerio;m;spanish
rainier;m;french
raisa (1);f;russian
raisa (2);f;jewish
raisel;f;jewish
raj;m;indian
raja;f;arabic
rajani;f;indian
rajender;m;indian
rajendra;m;indian
rajesh;m;indian
rajinder;m;indian
rajiv;m;indian
rajneesh;m;indian
rajnish;m;indian
rajya;f;arabic
rakel;f;scandinavian
rakesh;m;indian
raleigh;m;english
ralf;m;english
ralph;m;english
ralphie;m;english
ralphina;f;english
raluca;f;romanian
ram;m;indian
rama;m;indian, hindu mythology
ramachander;m;indian
ramachandra;m;indian
ramakrishna;m;indian
rameses;m;ancient egyptian
ramesh;m;indian
rameshwar;m;indian
ramiro;m;spanish
ramla;f;african
ramón;m;spanish
ramon;m;catalan
ramona;f;spanish
ramsay;m;scottish
ramses;m;ancient egyptian
ramsey;m;english
ran;f;japanese
rana;f;arabic
ranald;m;scottish
randa;f;english
randal;m;english
randall;m;english
randell;m;english
randi;f;english
randolf;m;english
randolph;m;english
randy;m,f;english
rani;f;indian
raniero;m;italian
ranj;m;indian
ranjeet;m;indian
ranjit;m;indian
ransu;m;finnish
ranulf;m;scottish
ranulph;m;scottish, english
ranya;f;arabic
raoul;m;french
raphaël;m;french
raphael;m;english, german, french, biblical
raphaela;f;english, german
raquel;f;spanish, portuguese
raschelle;f;english
rasha;f;arabic
rashad;m;arabic
rasheed;m;indian
rashid;m;arabic
rashida;f;arabic
rashmi;f;indian
rashne;m;iranian
rasmus;m;scandinavian
rastus;m;english
ratan;m;indian
rathnait;f;irish
rati;f;indian, hindu mythology
ratnam;m;indian
rauha;f;finnish
raul;m;italian, spanish
rava;f;esperanto
raven;f,m;english
ravenna;f;english
ravi;m;indian, hindu mythology
ravindra;m;indian
rawiya;f;arabic
rawya;f;arabic
ray;m;english
raya;f;russian
raymond;m;english, french
raymonde;f;french
raymund;m;english
raymundo;m;spanish, portuguese
rayna (1);f;english
rayna (2);f;jewish
raynard;m;english
rayner;m;english
raza;m;arabic
razvan;m;romanian
re;m;egyptian mythology
read;m;english, scottish
reagan;m,f;english, irish
reah;f;
réamann;m;irish
reanna;f;english
reannon;f;english
rearden;m;irish
reba;f;english
rebeca;f;spanish, portuguese
rébecca;f;french
rebecca;f;english, italian, biblical
rebeccah;f;english (modern)
rebeccanne;f;english (modern)
rebecka;f;swedish
rebeckah;f;english (modern)
rebeka;f;hungarian
rebekah;f;biblical (variant), english
rebekka;f;german, danish, norwegian
red;m;english
redd;m;english
redmond;m;irish
redmund;m;irish
reece;m;welsh
reed;m;english, scottish
reena;f;english
reene;f;english
reenie;f;english
rees;m;welsh
reese;m;welsh
reeta;f;finnish
reetta;f;finnish
reg;m;english
regan;f;english
regana;f;english (modern)
regena;f;english
reggie;m;english
regina;f;english, italian, late roman
reginald;m;english
régine;f;french
régis;m;french
regula;f;german
rei;f;japanese
reid;m;english, scottish
reijo;m;finnish
reimund;m;german
rein;m;german
reina (1);f;spanish, english
reina (2);f;jewish
reinaldo;m;portuguese, spanish
reine;f;french
reiner;m;german
reinhard;m;german
reinhilde;f;german
reinhold;m;german
rembrandt;m;dutch
remedios;f;spanish
remei;f;catalan
rémi;m;french
remiel;m;judeo-christian legend
remigio;m;italian, spanish, portuguese
remo;m;italian
remus;m;roman mythology
rémy;m;french
ren;f;japanese
rena;f;english
renae;f;english
renard;m;french, polish
renáta;f;hungarian
renata;f;italian, german, polish, czech, croatian, late roman
renate;f;german, dutch
renato;m;italian, spanish, portuguese
renatus;m;late roman
renaud;m;french
rené;m;french
renée;f;french
renie;f;english
renita;f;english
renzo;m;italian
retha;f;
reto;m;german
reuben;m;biblical, jewish, english
reuel;m;biblical
reut;f;jewish
reuven;m;jewish
reva;f;
rex;m;english
rexana;f;english
rexanne;f;english
reynaldo;m;spanish
reynard;m;english
reynaud;m;french
reynold;m;english
rhamantus;f;welsh
rhbeen;m;arabic
rhea;f;greek mythology, roman mythology
rheanna;f;english
rheinallt;m;welsh
rhett;m;english
rhetta;f;english
rhian;f;welsh
rhianna;f;english
rhiannon;f;welsh, welsh mythology
rhianon;f;welsh
rhianu;f;welsh
rhisiart;m;welsh
rhoda;f;biblical, english
rhodri;m;welsh
rhona;f;scottish
rhonda;f;english
rhonwen;f;welsh
rhosyn;f;welsh
rhydderch;m;welsh
rhys;m;welsh
ria;f;german, english
rian;m;english
riannon;f;welsh
riaz;m;arabic
rica;f;english, german
ricarda;f;spanish, german
ricardo;m;spanish, portuguese
riccarda;f;italian
riccardo;m;italian
rich;m;english
richárd;m;hungarian
richard;m;english, french, german, czech
richardine;f;english
richelle;f;
richendra;f;english
richie;m;english
richmal;f;english (modern)
rick;m;english
rickena;f;english
rickey;m;english
rickie;m;english
ricky;m;english
rico;m;spanish, italian
ridley;m;english
rigby;m;english
rigel;m;astronomy
ríghnach;f;
riikka;f;finnish
riitta;f;finnish
rik;m;english
rika;f;
rikárd;m;hungarian
rikard;m;scandinavian, finnish
rike;f;german
rikhard;m;finnish
rikke;f;danish
rikki;f;english
riku;m;finnish
riley;m,f;english
rilla;f;
rim;f;arabic
rina;f;english, italian
rinaldo;m;italian
rino;m;italian
rio;m;
ríoghnach;f;irish mythology
ríona;f;irish
ríonach;f;irish
riordan;m;irish
risteárd;m;irish
risto;m;finnish
rita;f;english, scandinavian, german, hungarian, italian, spanish, portuguese
ritchie;m;english
river;m,f;english
rivka;f;jewish
rizwan;m;arabic
roald;m;norwegian
roar;m;norwegian
rob;m;english
robbie;m,f;english
robby;m,f;english
robena;f;
róbert;m;hungarian
robert;m;english, french, scandinavian
roberta;f;english, italian
robertina;f;english, italian, spanish
roberto;m;italian, spanish, portuguese
robi;m;hungarian
robin;m,f;english
robina;f;english
robyn;f;english
robynne;f;english (modern)
roc;m;catalan
rocco;m;italian
roch;m;french
rochelle;f;french
rocío;f;spanish
rocky;m;english
rod;m;english
roddy;m;english
roderic;m;english
roderick;m;english
rodge;m;english
rodger;m;english
rodica;f;romanian
rodina;f;scottish
rodion;m;russian
rodney;m;english
rodolf;m;german, dutch
rodolfo;m;italian, spanish
rodolph;m;english, french
rodolphe;m;french
rodrigo;m;spanish, italian
rodrigue;m;french
rodya;m;russian
roel;m;dutch
roeland;m;dutch
rogelio;m;spanish
roger;m;english, french
rogerio;m;portuguese
rohan (1);m;indian
rohan (2);f;literature
rohesia;m;
roi (1);m;galician
roi (2);m;jewish
roibeard;m;irish
róis;f;irish
róisín;f;irish
roksana;f;russian
rokuro;m;japanese
rolan;m;
roland;m;english, french
rolande;f;french
rolando;m;spanish
roldán;m;spanish
rolf;m;german, scandinavian, english
rolland;m;english
rollo;m;english
rolo;m;english
rolph;m;english
roly;m;english
roma;f;
romain;m;french
romaine;f;french
roman;m;russian, polish, czech
romana;f;italian
romane;f;
romano;m;italian
romayne;f;english (modern)
romeo;m;italian
romey;f;english
romilda;f;italian
romina;f;spanish
romola;f;italian
romolo;m;italian
romulus;m;roman mythology
romy;f;german, english
ron (1);m,f;english
ron (2);m,f;jewish
rona;f;english
ronald;m;scottish, english
ronalda;f;scottish, english
ronaldo;m;portuguese
rónán;m;irish
ronda;f;english
ronen;m;jewish
rong;m,f;chinese
roni (1);f;jewish
roni (2);f;english
ronit;f;irish
ronnette;f;english
ronnie;m,f;english
ronny;m;english
roope;m;finnish
roopertti;m;finnish
roosevelt;m;english
roque;m;spanish, portuguese
rórdán;m;irish
rorie;m;irish, scottish
rory;m;irish, scottish
ros;f;english
rosa;f;spanish, italian, portuguese, scandinavian
rosabel;f;
rosabella;f;italian
rosalba;f;italian
rosaleen;f;english
rosalia;f;italian
rosalie;f;french
rosalin;f;english
rosalina;f;portuguese, spanish
rosalind;f;english
rosalinda;f;
rosaline;f;english
rosalva;f;
rosalyn;f;english
rosalynne;f;english
rosamond;f;english
rosamund;f;english
rosangela;f;italian
rosanna;f;english, italian
rosannah;f;english
rosanne;f;english
rosario;f;spanish
roscoe;m;english
rose;f;english, french
roseann;f;english
roseanne;f;english
rosella;f;italian
roselle;f;french
roselyn;f;english
rosemarie;f;german, scandinavian
rosemary;f;english
rosemonde;f;french
rosetta;f;italian
rosette;f;french
roshan;m,f;arabic
roshanara;f;arabic
rosheen;f;irish
roshni;f;
rosie;f;english
rosina;f;italian
rosine;f;french
rosita;f;spanish
roslyn;f;english
ross;m;scottish, english
rossella;f;italian
rostislav;m;russian, czech
roswell;m;english
roswitha;f;german
rosy;f;english
rowan;m,f;english
rowanne;f;english
rowena;f;english
rowina;f;english
rowland;m;english
rowley;m;english
roxana;f;english, spanish, romanian
roxane;f;french, english
roxanna;f;english
roxanne;f;english, french
roxie;f;english
roxy;f;english
roy;m;scottish, english
royal;m;english
royale;m;english
royce;m;english
roydon;m;english
royle;m;english
royston;m;english
roz;f;english
róza;f;polish, hungarian
roza;f;russian, slovene
rozabela;f;esperanto
rozália;f;hungarian
rozalija;f;lithuanian, slovene
rozanne;f;english
roze;f;lithuanian
rózsa;f;hungarian
rózsi;f;hungarian
ru;m;chinese
ruadhán;m;irish
ruaidhrí;m;irish
ruaidrí;m;irish
ruairí;m;irish
ruairi;m;scottish
ruairidh;m;scottish
ruaraidh;m;scottish
ruaridh;m;scottish
rube;m;english
rubén;m;spanish
ruben;m;scandinavian, dutch
rubena;f;esperanto
rubina;f;
ruby;f,m;english
rubye;f;english
ruchel;f;jewish
rudi;m;german, hungarian
rüdiger;m;german
rudo;m;african
rudolf;m;german, dutch, scandinavian, polish, czech, hungarian
rudolph;m;english
rudy;m;english
rudyard;m;english
rue;f;english
rufina;f;russian, ancient roman
rufino;m;italian, spanish, portuguese
rufus;m;ancient roman, english, biblical
ruggero;m;italian
ruggiero;m;italian
rui;m;portuguese
rukmini;f;indian
runa;f;scandinavian
rune;m;scandinavian
rupert;m;german, dutch, english
ruperta;f;spanish
rupinder;f;indian
ruqayya;f;arabic
rurik;m;russian
ruslan;m;russian
russ;m;english
russel;m;english
russell;m;english
rustam;m;iranian
rusty;m;english
rut;f;swedish, german, italian, spanish, polish
ruta;f;lithuanian
rutger;m;dutch
ruth;f;english, german, scandinavian, biblical
ruthie;f;english
ruuben;m;finnish
ruud;m;dutch
ruxandra;f;romanian
ruy;m;spanish
ryan;m,f;irish, english
ryana;f;english
ryanne;f;english
rylan;m;english
rylee;f;english
ryley;m;english
ryo;m;japanese
ryota;m;japanese
ryszard;m;polish
saara;f;finnish
sabah;f;arabic
sabas;m;
sabeen;f;arabic
sabella;f;english
sabia;f;irish
sabina;f;english, italian, spanish, portuguese, romanian, polish, czech
sabine;f;french, german
sabino;m;italian
sabrina;f;english, italian
saburo;m;japanese
sacha;m,f;french
sachairi;m;scottish
sacheverell;m;english
sachie;m;english
sachiko;f;japanese
sachin;m;indian
sa'd;m;arabic
sadaf;f;arabic
sadb;f;irish
saddam;m;arabic
sadhbh;f;irish
sa'dia;f;arabic
sadie;f;english
saffie;f;english
saffron;f;english
safira;f;esperanto
sage;f,m;english
sahar;f;arabic
saibh;f;irish
sa'id;m;arabic
sa'ida;f;arabic
saiful;m;arabic
saifullah;m;arabic
sakari;m;finnish
sakhr;m;arabic
saki;f;japanese
saku;m;finnish
sakura;f;japanese
sal;f,m;english
salacia;f;roman mythology
salah;m;arabic
salal;f,m;english
salamon;m;hungarian
saleem;m;indian
saleh;m;arabic
salena;f;
salha;f;arabic
salih;m;arabic
salim;m;arabic
salima;f;arabic
salina;f;
salli;f;finnish
sallie;f;english
sally;f;english
salma;f;arabic
salman;m;
salomão;m;portuguese
salomé;f;french
salome;f;english, german, biblical
salomea;f;polish
salomon;m;finnish
salud;f;spanish
salut;f;catalan
salvador;m;spanish
salvalus;m;
salvatore;m;italian
sam;m,f;english
samanta;f;italian
samantha;f;english
samara;f;english
sameer;m;arabic
sameera;f;arabic
sami;m;hungarian, finnish
samina;f;arabic
samir;m;arabic
samira;f;arabic
sammi;f;english (modern)
sammie;m,f;english
sammy;m,f;english
samnang;m,f;khmer
samoyla;m;russian
sampson;m;english
samson;m;biblical, english
samu;m;hungarian
sámuel;m;hungarian
samuel;m;english, french, biblical
samuela;f;italian
samuele;m;italian
samuil;m;russian
samuli;m;finnish
san;m,f;chinese
sana';f;arabic
sana;f;arabic
sanaz;f;iranian
sancha;f;spanish
sanchia;f;spanish
sancho;m;spanish
sanda;f;romanian
sandalio;m;spanish
sandeep;m;indian
sandford;m;english
sandhya;f;indian
sandie;f;english
sándor;m;hungarian
sandra;f;italian, english
sandrine;f;french
sandro;m;italian
sandu;m;romanian
sandy;f,m;english
sanford;m;english
sango;f;japanese
sani;m;arabic
saniyya;f;arabic
sanjay;m;indian
sanjeet;m;indian
sanjeev;m;indian
sanjit;m;indian
sanjiv;m;indian
sankar;m;indian
sanna;f;scandinavian
sanne;f;dutch
sans;m;
sansone;m;italian
santa;f;italian
santeri;m;finnish
santiago;m;spanish
santino;m;italian
santo;m;italian
santos;m;spanish
santuzza;f;italian
sanya;f;arabic
saoirse;f;irish
sapphira;f;biblical, english
sapphire;f;english
sappho;f;ancient greek
sára;f;hungarian
sara;f;arabic, greek, spanish, italian, portuguese, scandinavian
sarah;f;english, french, german, biblical
sarahjeanne;f;english (modern)
sarai;f;biblical
saraid;f;irish
saranna;f;english
saraswati;f;indian, hindu mythology
sarava;m;
sári;f;hungarian
sari;f;finnish
sariah;f;english
sárika;f;hungarian
sarina;f;english
sarita;f;spanish
sarosh;m;
sarra;f;english
sascha;m,f;german
sasha;m,f;russian
sashi;m;indian
saskia;f;dutch
sassa;f;swedish
satchel;m,f;english
satish;m;indian
satu;f;finnish
saturn;m;roman mythology
saturnina;f;ancient roman, spanish
saturnino;m;spanish, italian, portuguese
saturninus;m;ancient roman
sauda;f;african
saul;m;biblical, jewish
saule;f;lithuanian
saundra;f;scottish
sava;m;russian
savalus;m;
savanna;f;english
savannah;f;english
savas;m;turkish
saveli;m;russian
saverio;m;italian
savino;m;italian
savio;m;italian
savitri;f;indian
sawney;m;scottish
sawyer;m;english
sawyl;m;welsh
saxon;m;english
sayuri;f;japanese
sayyid;m;arabic
scarlet;f;english
scarlett;f;english
scevola;m;italian
scheherazade;f;arabic
schwanhild;f;
scilla;f;
scot;m;english, scottish
scott;m;english, scottish
scottie;m;english, scottish
scotty;m;english, scottish
scout;f;english
seachnall;m;irish
séafra;m;irish
seaghdh;m;scottish
séaghdha;m;irish
séamas;m;irish
seamour;m;english
séamus;m;irish
seán;m;irish
seanán;m;irish
séarlait;f;irish
séarlas;m;irish
sebastiaan;m;dutch
sebastián;m;spanish
sebastian;m;english, german
sebastiana;f;italian
sebastiano;m;italian
sébastien;m;french
sébastienne;f;french
sebestyén;m;hungarian
sebestyen;m;hungarian
sechnall;m;irish
secundinus;m;ancient roman
secundus;m;ancient roman
seeta;f;indian
seetha;f;indian
sefton;m;english
sefu;m;african
sekar;m;indian
sekel;m;jewish
sela;f;biblical
selby;m,f;english
selena;f;greek mythology (latinized)
selene;f;greek mythology, greek, english
selig;m;jewish
selim;m;turkish
selima;f;english
selina;f;russian
selma;f;english
selvaggia;f;italian
selwyn;m;english
semele;f;greek mythology
semyon;m;russian
senan;m;irish
sence;f;
sender;m;jewish
seneca;m;ancient roman, english
senga;f;scottish
sens;f;
seoc;m;scottish
seoirse;m;irish
seona;f;scottish
seonag;f;scottish
seònaid;f;scottish
seòras;m;scottish
seòsaidh;m;scottish
seosamh;m;irish
sepp;m;german
seppel;m;german
seppo;m;finnish
september;f,m;english
septima;f;ancient roman, spanish
septimus;m;ancient roman
sequoia;f;english
sera;f;english
serafima;f;russian
serafina;f;italian
serafino;m;italian
seraphina;f;english, german
seraphine;f;french
seren;f;welsh
serena;f;english, italian
serenity;f;english
serge;m;french
sergei;m;russian
sergio;m;italian, spanish, portuguese
sergius;m;ancient roman
serhat;m;turkish
serina;f;english
serrena;f;english
servius;m;ancient roman
sesto;m;italian
set;m;egyptian mythology
seth (1);m;biblical, english
seth (2);m;egyptian mythology (hellenized)
sethunya;f;african
seumas;m;scottish
sevan;f,m;armenian
sevastian;m;russian
sevastyan;m;russian
seve;m;spanish
severiano;m;italian, spanish
séverin;m;french
severin;m;german
severina;f;italian, portuguese, croatian, german, ancient roman
sévérine;f;french
severino;m;italian, spanish, portuguese
severo;m;italian, spanish
seward;m;english
sextus;m;ancient roman
seymour;m;english
shachar;f,m;jewish
shad;m;
shadi (1);m;arabic
shadi (2);f;iranian
shadrach;m;biblical
shadya;f;arabic
shae;m,f;english
shaelyn;f;english
shafiq;m;arabic
shafiqa;f;arabic
shahar;f,m;jewish
shahira;f;arabic
shahjahan;m;arabic
shahnaz;f;iranian, arabic
shahpur;m;
shahrazad;f;arabic
shahriar;m;iranian
shahrizad;f;arabic
shahrokh;m;iranian
shahzad;m;arabic
shai;m;jewish
shaina;f;jewish
shaindel;f;jewish
shakir;m;arabic
shakira;f;arabic
shakti;f;indian
shakuntala;f;indian
shalom;m;jewish
shama;f;arabic
shamgar;m;biblical
shamira;f;jewish
shamus;m;irish
shan;f;english
shana;f;english
shandar;m;indian
shane;m;irish, english
shanelle;f;english (modern)
shanene;f;english (modern)
shania;f;english (modern)
shanice;f;english (modern)
shanika;f;english (modern)
shankar;m;indian
shankara;m;indian
shanna;f;english
shannah;f;english
shannon;f,m;english
shanta;f;indian
shantae;f;english
shantel;f;english
shantelle;f;english
shanti;f;indian
shaquille;m;arabic
sharalyn;f;english (modern)
shareef;m;indian
shari;f;english
sharif;m;arabic
sharifa;f;arabic
sharise;f;english (modern)
sharla;f;english
sharleen;f;english
sharlene;f;english
sharma;m;indian
sharmaine;f;english
sharmila;f;indian
sharon;f,m;english, biblical
sharona;f;english
sharron;f;english
sharyl;f;english (modern)
sharyn;f;english (modern)
shashi;m;indian
shaun;m;english
shauna;f;english
shavonne;f;irish, english
shaw;m;english
shawn;m,f;english
shawna;f;english
shawnda;f;english
shawnee;f;english
shay (1);m;irish, english
shay (2);m,f;jewish
shayla;f;english (modern)
shayna;f;jewish
shaynah;f;jewish
shea;m,f;irish
sheamus;m;irish
sheard;m;english
sheba;m;biblical
sheela;f;indian
sheelagh;f;english (modern)
sheena;f;scottish, english
sheenagh;f;english (modern)
sheherazade;f;arabic
shehrevar;m;
sheila;f;irish, english
sheine;f;jewish
shekhar;m;indian
shelagh;f;english
shelby;m,f;english
sheldon;m;english
shelena;f;
shelia;f;
shell;f,m;english
shelley;f;english
shelly;f;english
shem;m;biblical
shena;f;
sheona;f;
sher;m;arabic
sherah;f;biblical
sheree;f;english
shereen;f;iranian
sheri;f;english
sheridan;m;english
sherie;f;english
sherill;f;english
sherilyn;f;english
sherisse;f;english
sherley;f;english
sherlock;m;english
sherman;m;english
sherri;f;english
sherrie;f;english
sherry;f;english
sheryl;f;english
shevaun;f;irish, english
shevon;f;irish, english
shichiro;m;japanese
shifra;f;jewish
shiloh;m;english
shimmel;m;jewish
shimon;m;jewish
shimshon;m;jewish
shin;m;korean
shinju;f;japanese
shiphrah;f;biblical, jewish
shir;f;jewish
shira;f;jewish
shireen;f;iranian
shirin;f;iranian
shirlee;f;english
shirley;f,m;english
shiro;m;japanese
shirral;f;?
shiva;m;indian, hindu mythology
shlomo;m;jewish
shmuel;m;jewish
sho;m;japanese
shobha;f;indian
sholto;m;scottish
shona;f;scottish
shonda;f;english (modern)
shoshana;f;jewish
shoshannah;f;jewish
shprintza;f;jewish
shprintze;f;jewish
shprintzel;f;jewish
shripati;m;indian
shug;m;scottish
shui;m,f;chinese
shukri;m;arabic
shukriyya;f;arabic
shulamit;f;jewish
shulamith;f;jewish
shulammite;f;jewish
shun;f;chinese
shura;f,m;russian
shyam;m;indian
shyama;f;indian
shyla;f;english (modern)
sian;f;welsh
siana;f;welsh
siani;f;welsh
siarl;m;welsh
siavush;m;iranian
sib;m;indian
sibéal;f;irish
sibilla;f;english
sibyl;f;english
sibylla;f;greek, german, swedish
sibylle;f;german, french
sid;m;english
siddharta;m;indian
siddhartha;m;indian
sidney;m,f;english
sidonie;f;french
sidonius;m;ancient roman
sidony;f;english
sieffre;m;welsh
siegbert;m;german
siegfried;m;german
sieghard;m;german
sieghild;f;
sieglinde;f;german
siegmund;m;german
siemen;m;dutch, frisian
siena;f;
sienna;f;
sierra;f;english
sif;f;norse mythology
sigeberht;m;anglo-saxon
sigfrid;m;swedish
sigi;m,f;german
sigismund;m;german
sigiswald;m;german
sigmund;m;german, english
signe;f;scandinavian
signy;f;scandinavian
sigrid;f;scandinavian
sigrún;f;icelandic
sigrun;f;scandinavian, norse mythology
sigurd;m;scandinavian, norse mythology
sigvard;m;swedish
silas;m;english, greek, biblical
síle;f;irish
sìleas;f;scottish
silja;f;finnish
silje;f;norwegian, danish
silke;f;german
silvana;f;italian
silvano;m;italian
silvanus;m;ancient roman, roman mythology
silver;m,f;english
silvester;m;english, german
silvestra;f;english, italian
silvestre;m;spanish
silvestro;m;italian
silvia;f;italian, spanish, portuguese, romanian, english, german, ancient roman, roman mythology
silvija;f;croatian
silvio;m;italian, spanish, portuguese
silviu;m;romanian
simão;m;portuguese
simba;m;african
simcha;f,m;jewish
simeon;m;biblical
simge;f;turkish
simin;f;iranian
simo;m;finnish
simon;m;english, french, scandinavian, hungarian, slovene, biblical
simona;f;italian, romanian, czech, slovene
simone (1);f;french
simone (2);m;italian
simonetta;f;italian
simonette;f;english
sinclair;m;english
sindre;m;norwegian
sindri;m;norse mythology, icelandic
sindy;f;english (modern)
síne;f;irish
sìne;f;scottish
sinéad;f;irish
sìneag;f;scottish
sini;f;finnish
siobhan;f;irish
siofra;f;irish
sìoltach;m;scottish
síomha;f;irish
siôn;m;welsh
sioned;f;welsh
siôr;m;welsh
siors;m;welsh
siorus;m;welsh
siothrún;m;irish
sipho;m;african
siran;f;armenian
siri;f;scandinavian
sirius;m;astronomy
sirvart;f;armenian
sisel;f;jewish
sisko;f;finnish
sissie;f;english
sissy;f;english
sita;f;indian, hindu mythology
sitara;f;indian
síthmaith;f;irish
siv;f;scandinavian, norse mythology
sive;f;irish
siwan;f;welsh
sjurd;m;norwegian
sky;f,m;english
skye;f,m;english
skylar;m,f;english
skyler;m,f;english
sláine;f;irish
slàine;f;scottish
slavomir;m;czech, slovak
slawomir;m;polish
sloan;f,m;english
sloane;f,m;english
sly;m;english
sobieslaw;m;polish
socrates;m;ancient greek (latinized)
sofia;f;norwegian, swedish, italian, greek
sofie;f;german, danish, dutch
sofija;f;serbian, croatian
sofiya;f;russian
sofronio;m;spanish
sohail;m;indian
sohrab;m;iranian
sol (1);f;spanish, portuguese
sol (2);m;jewish
solange;f;french
soledad;f;spanish
solly;m;jewish
solomon;m;biblical, english
solon;m;ancient greek
solveig;f;norwegian
solvej;f;danish
solvig;f;swedish
somerled;m;scottish
somhairle;m;scottish, irish
sommer;f;german
sonal;f;indian
sondra;f;english (modern)
soner;m;turkish
sonia;f;english, italian, spanish, portuguese, romanian
sonja;f;german, scandinavian
sonje;f;german
sonnie;m,f;english
sonny;m,f;english
sonya;f;russian
sopheap;f,m;khmer
sophia;f;english, greek, german, italian
sophie;f;french, english, german
sophocles;m;ancient greek (latinized)
sophronia;f;english, ancient greek
sophronius;m;ancient greek (latinized)
sophus;m;ancient greek (latinized)
sophy;f;english
sora;f;japanese
sorcha;f;irish, scottish
søren;m;scandinavian
sorin;m;romanian
sorina;f;romanian
sorley;m;scottish, irish
sorrel;f;english
sosigenes;m;ancient greek
sosimo;m;spanish
sostrate;f;ancient greek
sotiria;f;greek
sotirios;m;greek
sotiris;m;greek
spartacus;m;history
spencer;m;english
spike;m;english
spiridon;m;greek
spiro;m;greek
spiros;m;greek
spring;f;english
sprita;f;esperanto
spurius;m;ancient roman
spyridon;m;greek, russian
spyro;m;greek
spyros;m;greek
sri;f;indian
sroel;m;jewish
ssanyu;f;african
stacee;f;english (modern)
stacey;f,m;english
staci;f;english (modern)
stacia;f;english
stacie;f;english
stacy;f,m;english
stafford;m;english
stamatia;f;greek
stamatios;m;greek
stamatis;m;greek
stan;m;english
stanford;m;english
stanimir;m;russian, bulgarian
stanislas;m;history
stanislav;m;czech, russian
stanislava;f;czech, russian
stanislaw;m;polish
stanislawa;f;polish
stanley;m;english
star;f;english
stasya;f;russian
stathis;m;greek
stavros;m;greek
steafan;m;scottish
steaphan;m;scottish
steen;m;danish
steenie;m;scottish
stef;f,m;english
stefan;m;german, scandinavian, polish, bulgarian, romanian, slovene
stefana;f;polish
stefania;f;italian, polish, romanian
stefanie;f;german, english, dutch
stefano;m;italian
stefanos;m;greek
steffan;m;welsh
steffen;m;german
steffie;f;
stein;m;norwegian
stela;f;romanian
stelara;f;esperanto
stelian;m;romanian
stelios;m;greek
stella;f;english
stellan;m;swedish
sten;m;swedish
stepan;m;czech, russian
steph;f,m;english
stephan;m;german
stéphane;m;french
stephania;f;english
stéphanie;f;french
stephanie;f;english, german
stephanos;m;ancient greek, greek
stephany;f;english
stephen;m;english, biblical
steren;f;cornish
sterling;m;english
sterre;f;dutch
steve;m;english
steven;m;english
stevie;f,m;english
stew;m;english
stewart;m;english
stian;m;scandinavian
stig;m;scandinavian
stígandr;m;ancient scandinavian
stijn;m;dutch
stina;f;scandinavian
stiofán;m;irish
